1376.97 0
1377.07 0
1377.17 0
1377.27 0
1377.37 0
1377.47 0
1377.57 0
1377.67 0
1377.77 0
1377.87 0
1377.97 0
1378.07 0
1378.17 0
1378.27 0
1378.37 0
1378.47 0
1378.57 0
1378.67 0
1378.77 0
1378.87 0
1378.97 0
1379.07 0
1379.17 0
1379.27 0
1379.37 0
1379.47 0
1379.57 0
1379.67 0
1379.77 0
1379.87 0
1379.97 1.00000000000477E-3
1380.07 0
1380.17 0
1380.27 0
1380.37 0
1380.47 1.00000000000477E-3
1380.57 0
1380.67 9.99999999976353E-4
1380.77 1.00000000000477E-3
1380.87 1.00000000000477E-3
1380.97 0.0029999999999859
1381.07 0.00399999999999068
1381.17 0.00600000000000023
1381.27 0.0109999999999957
1381.37 0.0159999999999911
1381.47 0.0240000000000009
1381.57 0.0360000000000014
1381.67 0.0529999999999973
1381.77 0.0769999999999982
1381.87 0.111000000000018
1381.97 0.161000000000001
1382.07 0.230999999999995
1382.17 0.326999999999998
1382.27 0.460999999999984
1382.37 0.64500000000001
1382.47 0.893999999999977
1382.57 1.22899999999999
1382.67 1.679
1382.77 2.27799999999999
1382.87 3.066
1382.97 4.09200000000001
1383.07 5.417
1383.17 7.113
1383.27 9.26300000000001
1383.37 11.973
1383.47 15.373
1383.57 19.574
1383.67 24.711
1383.77 30.936
1383.87 38.399
1383.97 47.253
1384.07 57.654
1384.17 69.791
1384.27 83.706
1384.37 99.457
1384.47 117.045
1384.57 136.398
1384.67 157.359
1384.77 179.673
1384.87 202.995
1384.97 226.788
1385.07 250.459
1385.17 273.331
1385.27 294.673
1385.37 313.727
1385.47 329.76
1385.57 341.983
1385.67 349.912
1385.77 353.239
1385.87 351.818
1385.97 345.714
1386.07 335.2
1386.17 320.731
1386.27 302.85
1386.37 282.327
1386.47 259.975
1386.57 236.541
1386.67 212.728
1386.77 189.159
1386.87 166.363
1386.97 144.782
1387.07 124.754
1387.17 106.441
1387.27 89.947
1387.37 75.296
1387.47 62.451
1387.57 51.329
1387.67 41.822
1387.77 33.82
1387.87 27.118
1387.97 21.56
1388.07 16.999
1388.17 13.29
1388.27 10.305
1388.37 7.923
1388.47 6.05700000000002
1388.57 4.59300000000002
1388.67 3.45499999999998
1388.77 2.578
1388.87 1.90600000000001
1388.97 1.399
1389.07 1.018
1389.17 0.736999999999995
1389.27 0.528999999999996
1389.37 0.37700000000001
1389.47 0.266999999999996
1389.57 0.187000000000012
1389.67 0.129999999999995
1389.77 0.0889999999999986
1389.87 0.061000000000007
1389.97 0.0420000000000016
1390.07 0.0279999999999916
1390.17 0.018999999999977
1390.27 0.0130000000000052
1390.37 0.00799999999998136
1390.47 0.00500000000002387
1390.57 0.00300000000001432
1390.67 0.00200000000000955
1390.77 9.99999999976353E-4
1390.87 1.00000000000477E-3
1390.97 9.99999999976353E-4
1391.07 0
1391.17 0
1391.27 0
1391.37 0
1391.47 0
1391.57 0
1391.67 0
1391.77 0
1391.87 0
1391.97 0
1392.07 0
1392.17 0
1392.27 0
1392.37 0
1392.47 0
1392.57 0
1392.67 0
1392.77 0
1392.87 0
1392.97 0
