1376.97 0
1377.07 0
1377.17 0
1377.27 0
1377.37 0
1377.47 0
1377.57 0
1377.67 9.99999999976353E-4
1377.77 1.00000000000477E-3
1377.87 0.00200000000000955
1377.97 0.00300000000001432
1378.07 0.00499999999999545
1378.17 0.0080000000000382
1378.27 0.0120000000000005
1378.37 0.0180000000000291
1378.47 0.0270000000000437
1378.57 0.0400000000000205
1378.67 0.0600000000000023
1378.77 0.0889999999999986
1378.87 0.131000000000029
1378.97 0.191000000000031
1379.07 0.27600000000001
1379.17 0.396000000000015
1379.27 0.562999999999988
1379.37 0.793999999999983
1379.47 1.11399999999998
1379.57 1.55000000000001
1379.67 2.14000000000004
1379.77 2.928
1379.87 3.97600000000003
1379.97 5.35399999999999
1380.07 7.15000000000001
1380.17 9.49999999999997
1380.27 12.519
1380.37 16.358
1380.47 21.201
1380.57 27.249
1380.67 34.736
1380.77 43.915
1380.87 55.139
1380.97 68.656
1381.07 84.745
1381.17 103.69
1381.27 125.748
1381.37 151.126
1381.47 179.966
1381.57 212.404
1381.67 248.29
1381.77 287.319
1381.87 329.049
1381.97 372.838
1382.07 417.836
1382.17 462.992
1382.27 507.026
1382.37 548.479
1382.47 585.935
1382.57 617.987
1382.67 643.343
1382.77 660.922
1382.87 669.945
1382.97 669.876
1383.07 660.584
1383.17 642.752
1383.27 617.176
1383.37 584.942
1383.47 547.349
1383.57 505.807
1383.67 461.745
1383.77 416.567
1383.87 371.587
1383.97 327.847
1384.07 286.191
1384.17 247.253
1384.27 211.468
1384.37 179.09
1384.47 150.349
1384.57 125.074
1384.67 103.116
1384.77 84.261
1384.87 68.253
1384.97 54.809
1385.07 43.635
1385.17 34.494
1385.27 27.057
1385.37 21.047
1385.47 16.239
1385.57 12.426
1385.67 9.43000000000001
1385.77 7.09799999999998
1385.87 5.30699999999999
1385.97 3.941
1386.07 2.90299999999999
1386.17 2.12100000000001
1386.27 1.536
1386.37 1.10400000000001
1386.47 0.787000000000006
1386.57 0.556999999999988
1386.67 0.391999999999996
1386.77 0.272999999999996
1386.87 0.189999999999998
1386.97 0.130000000000024
1387.07 0.0889999999999986
1387.17 0.0589999999999975
1387.27 0.039999999999992
1387.37 0.0270000000000152
1387.47 0.0169999999999959
1387.57 0.0120000000000005
1387.67 0.00799999999998136
1387.77 0.00499999999999545
1387.87 0.00300000000001432
1387.97 0.00199999999998113
1388.07 1.00000000000477E-3
1388.17 1.00000000000477E-3
1388.27 1.00000000000477E-3
1388.37 1.00000000000477E-3
1388.47 0
1388.57 0
1388.67 0
1388.77 1.00000000000477E-3
1388.87 0
1388.97 0
1389.07 0
1389.17 0
1389.27 0
1389.37 0
1389.47 0
1389.57 0
1389.67 0
1389.77 0
1389.87 0
1389.97 0
1390.07 0
1390.17 0
1390.27 0
1390.37 0
1390.47 0
1390.57 0
1390.67 0
1390.77 0
1390.87 0
1390.97 0
1391.07 0
1391.17 0
1391.27 0
1391.37 0
1391.47 0
1391.57 0
1391.67 0
1391.77 0
1391.87 0
1391.97 0
1392.07 0
1392.17 0
1392.27 0
1392.37 0
1392.47 0
1392.57 0
1392.67 0
1392.77 0
1392.87 0
1392.97 0
